flight_id,airline,flight_number,aircraft_type,departure_airport,arrival_airport,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,gate,terminal,created_at
FL3966-847,American Airlines,347,Boeing 777,ATL,JFK,2024-01-20 03:12:50,2024-01-20 03:12:50,2024-01-20 05:12:50,2024-01-20 04:29:50,B11,1,2024-02-02 19:42:58
FL3576-869,JetBlue Airways,704,Boeing 777,SFO,JFK,2024-06-12 21:12:26,2024-06-12 20:59:26,2024-06-12 23:12:26,2024-06-12 23:04:26,B3,4,2024-05-07 09:12:11
FL3182-774,American Airlines,565,Boeing 737,ATL,LAX,2024-02-08 12:55:12,2024-02-08 12:20:12,2024-02-08 14:55:12,2024-02-08 15:20:12,C4,4,2024-07-09 05:21:56
FL6168-546,JetBlue Airways,839,Airbus A320,LAX,LAX,2024-06-25 03:42:09,2024-06-25 03:10:09,2024-06-25 05:42:09,2024-06-25 05:43:09,B6,4,2024-03-30 00:35:09
FL6430-832,United Airlines,260,Boeing 737,SFO,LAX,2024-01-17 22:10:15,2024-01-17 21:56:15,2024-01-18 00:10:15,2024-01-18 00:34:15,A5,1,2024-05-10 19:14:35
FL7211-483,United Airlines,457,Boeing 777,ATL,ORD,2024-01-31 19:37:32,2024-01-31 19:23:32,2024-01-31 21:37:32,2024-01-31 20:54:32,A5,4,2024-05-12 15:29:25
FL7225-495,Southwest Airlines,188,Airbus A380,SFO,JFK,2024-02-27 00:04:59,2024-02-26 23:32:59,2024-02-27 02:04:59,2024-02-27 02:46:59,A1,3,2024-03-22 21:37:23
FL7003-159,JetBlue Airways,902,Boeing 777,LAX,ORD,2024-05-23 11:56:10,2024-05-23 11:24:10,2024-05-23 13:56:10,2024-05-23 13:48:10,C6,1,2024-04-12 11:14:32
FL2510-166,Southwest Airlines,714,Boeing 777,SFO,ORD,2024-06-28 23:24:06,2024-06-28 23:22:06,2024-06-29 01:24:06,2024-06-29 01:26:06,A13,1,2024-02-11 21:38:43
FL4375-367,United Airlines,942,Airbus A320,LAX,ORD,2024-06-05 17:19:11,2024-06-05 17:33:11,2024-06-05 19:19:11,2024-06-05 19:51:11,C3,3,2024-01-14 00:48:41
FL6115-580,Southwest Airlines,804,Boeing 737,ATL,ORD,2024-06-24 14:03:44,2024-06-24 13:28:44,2024-06-24 16:03:44,2024-06-24 15:37:44,C11,2,2024-04-30 09:04:40
FL7358-748,Delta Air Lines,768,Airbus A380,ORD,SFO,2024-05-12 02:31:57,2024-05-12 02:11:57,2024-05-12 04:31:57,2024-05-12 04:39:57,A6,2,2024-06-29 03:01:23
FL4535-255,American Airlines,146,Airbus A320,JFK,SFO,2024-06-08 02:44:48,2024-06-08 03:22:48,2024-06-08 04:44:48,2024-06-08 04:11:48,A10,4,2024-02-18 02:12:08
FL5699-902,American Airlines,258,Airbus A320,ATL,ORD,2024-02-24 15:45:19,2024-02-24 16:06:19,2024-02-24 17:45:19,2024-02-24 18:12:19,A14,1,2024-01-23 17:07:10
FL1926-189,Southwest Airlines,857,Boeing 737,JFK,SFO,2024-05-02 23:41:43,2024-05-03 00:04:43,2024-05-03 01:41:43,2024-05-03 01:18:43,C4,3,2024-02-14 19:19:15
FL5871-858,Southwest Airlines,715,Boeing 777,LAX,LAX,2024-02-10 13:18:49,2024-02-10 13:24:49,2024-02-10 15:18:49,2024-02-10 14:52:49,A9,1,2024-02-01 16:33:40
FL7812-175,American Airlines,836,Airbus A380,SFO,SFO,2024-06-07 18:43:00,2024-06-07 18:11:00,2024-06-07 20:43:00,2024-06-07 21:26:00,C1,4,2024-04-19 07:35:28
FL6254-254,American Airlines,309,Airbus A320,LAX,ATL,2024-05-04 01:04:17,2024-05-04 00:36:17,2024-05-04 03:04:17,2024-05-04 03:16:17,A6,1,2024-03-27 23:25:59
FL2863-508,JetBlue Airways,396,Boeing 777,JFK,LAX,2024-03-17 20:47:18,2024-03-17 21:20:18,2024-03-17 22:47:18,2024-03-17 23:03:18,B8,3,2024-02-07 08:14:30
FL1209-980,Southwest Airlines,219,Boeing 777,JFK,LAX,2024-06-08 20:33:05,2024-06-08 19:46:05,2024-06-08 22:33:05,2024-06-08 22:44:05,B6,1,2024-05-23 12:08:14
FL5679-647,Delta Air Lines,649,Airbus A380,LAX,JFK,2024-04-25 07:32:46,2024-04-25 07:21:46,2024-04-25 09:32:46,2024-04-25 10:00:46,B14,4,2024-04-10 08:55:56
FL7416-948,Southwest Airlines,840,Airbus A320,JFK,JFK,2024-04-17 22:04:49,2024-04-17 22:27:49,2024-04-18 00:04:49,2024-04-18 00:14:49,C4,1,2024-04-10 11:22:39
FL7369-136,American Airlines,969,Boeing 737,LAX,LAX,2024-02-24 01:20:29,2024-02-24 01:57:29,2024-02-24 03:20:29,2024-02-24 02:54:29,A6,2,2024-02-12 01:43:32
FL3103-568,Delta Air Lines,412,Airbus A380,SFO,SFO,2024-06-20 10:38:14,2024-06-20 10:43:14,2024-06-20 12:38:14,2024-06-20 12:15:14,C4,1,2024-03-18 08:13:17
FL2291-548,American Airlines,494,Boeing 737,LAX,SFO,2024-06-11 06:00:38,2024-06-11 05:46:38,2024-06-11 08:00:38,2024-06-11 07:27:38,C7,4,2024-02-21 21:26:13
FL5906-225,Southwest Airlines,143,Boeing 777,ATL,ORD,2024-05-16 18:36:17,2024-05-16 18:50:17,2024-05-16 20:36:17,2024-05-16 21:10:17,A1,3,2024-02-10 06:05:19
FL3152-612,United Airlines,521,Airbus A320,ATL,SFO,2024-01-12 03:26:29,2024-01-12 03:49:29,2024-01-12 05:26:29,2024-01-12 05:15:29,A7,4,2024-06-03 12:50:27
FL2980-536,American Airlines,824,Boeing 777,SFO,SFO,2024-02-13 19:27:01,2024-02-13 19:30:01,2024-02-13 21:27:01,2024-02-13 21:12:01,C11,1,2024-03-28 06:56:11
FL6764-790,American Airlines,395,Airbus A380,ORD,ATL,2024-02-18 23:30:57,2024-02-18 22:51:57,2024-02-19 01:30:57,2024-02-19 00:46:57,C13,4,2024-04-07 21:44:11
FL7399-106,American Airlines,158,Boeing 737,ORD,ATL,2024-01-20 03:48:36,2024-01-20 04:28:36,2024-01-20 05:48:36,2024-01-20 06:08:36,A9,4,2024-05-12 23:30:42
FL2656-912,Delta Air Lines,278,Airbus A380,JFK,JFK,2024-06-17 21:36:02,2024-06-17 22:13:02,2024-06-17 23:36:02,2024-06-17 23:42:02,B4,4,2024-01-22 20:43:59
FL8068-403,American Airlines,568,Boeing 737,ATL,JFK,2024-05-24 09:47:55,2024-05-24 09:50:55,2024-05-24 11:47:55,2024-05-24 11:37:55,A4,2,2024-02-25 20:27:36
FL9259-198,American Airlines,682,Airbus A380,ORD,ATL,2024-06-25 13:24:10,2024-06-25 14:08:10,2024-06-25 15:24:10,2024-06-25 14:54:10,B6,1,2024-05-11 15:51:08
FL6209-696,JetBlue Airways,675,Airbus A380,ORD,SFO,2024-02-26 10:08:49,2024-02-26 10:03:49,2024-02-26 12:08:49,2024-02-26 11:42:49,A4,4,2024-04-22 16:56:06
FL4427-371,United Airlines,435,Boeing 777,ATL,ATL,2024-05-28 12:35:06,2024-05-28 12:42:06,2024-05-28 14:35:06,2024-05-28 15:17:06,A10,3,2024-01-31 21:20:05
FL4573-975,United Airlines,284,Boeing 737,LAX,ATL,2024-05-13 09:08:00,2024-05-13 09:34:00,2024-05-13 11:08:00,2024-05-13 10:50:00,B7,4,2024-05-04 01:53:46
FL8437-722,Southwest Airlines,818,Boeing 737,LAX,ORD,2024-04-11 06:38:03,2024-04-11 06:48:03,2024-04-11 08:38:03,2024-04-11 09:03:03,C3,3,2024-05-30 12:18:15
FL2316-328,Southwest Airlines,767,Airbus A320,ORD,LAX,2024-05-13 15:02:52,2024-05-13 15:21:52,2024-05-13 17:02:52,2024-05-13 16:32:52,B14,2,2024-03-31 19:56:12
FL6243-530,JetBlue Airways,296,Boeing 777,ORD,ORD,2024-04-02 14:14:23,2024-04-02 13:43:23,2024-04-02 16:14:23,2024-04-02 16:04:23,B15,1,2024-07-11 16:48:59
FL6019-763,United Airlines,829,Boeing 737,ATL,LAX,2024-01-09 15:07:27,2024-01-09 15:18:27,2024-01-09 17:07:27,2024-01-09 17:34:27,A1,2,2024-02-01 09:14:12
FL1026-571,Southwest Airlines,107,Airbus A320,JFK,ATL,2024-06-04 05:56:07,2024-06-04 05:24:07,2024-06-04 07:56:07,2024-06-04 07:28:07,B6,3,2024-03-08 17:55:14
FL8958-523,United Airlines,632,Airbus A380,JFK,SFO,2024-07-06 15:41:02,2024-07-06 15:12:02,2024-07-06 17:41:02,2024-07-06 18:05:02,A11,2,2024-07-01 13:57:02
FL9300-993,American Airlines,779,Airbus A320,JFK,ATL,2024-06-02 16:51:59,2024-06-02 17:33:59,2024-06-02 18:51:59,2024-06-02 19:20:59,C4,3,2024-06-28 18:48:50
FL5742-486,American Airlines,751,Airbus A380,JFK,JFK,2024-07-11 21:16:32,2024-07-11 21:57:32,2024-07-11 23:16:32,2024-07-11 23:14:32,B5,2,2024-02-01 19:50:26
FL4859-457,JetBlue Airways,975,Boeing 737,JFK,SFO,2024-01-27 23:28:56,2024-01-27 23:17:56,2024-01-28 01:28:56,2024-01-28 02:09:56,B2,2,2024-06-07 15:25:59
FL5957-616,United Airlines,512,Airbus A320,SFO,JFK,2024-03-11 15:05:08,2024-03-11 15:07:08,2024-03-11 17:05:08,2024-03-11 17:44:08,B1,4,2024-03-22 01:16:14
FL6421-599,American Airlines,945,Airbus A380,JFK,ORD,2024-04-27 05:26:24,2024-04-27 05:16:24,2024-04-27 07:26:24,2024-04-27 06:58:24,C10,1,2024-05-25 06:13:17
FL9359-108,American Airlines,551,Airbus A320,ORD,SFO,2024-05-14 03:29:06,2024-05-14 03:47:06,2024-05-14 05:29:06,2024-05-14 05:19:06,A10,4,2024-01-12 03:17:17
FL7796-686,American Airlines,520,Boeing 737,LAX,JFK,2024-02-28 15:56:30,2024-02-28 16:25:30,2024-02-28 17:56:30,2024-02-28 17:48:30,C10,2,2024-05-08 19:25:22
FL3007-314,United Airlines,929,Airbus A380,SFO,ATL,2024-01-12 04:13:45,2024-01-12 04:39:45,2024-01-12 06:13:45,2024-01-12 06:19:45,A14,4,2024-03-09 01:49:42
FL8725-189,United Airlines,675,Airbus A320,LAX,LAX,2024-05-07 23:28:11,2024-05-08 00:02:11,2024-05-08 01:28:11,2024-05-08 00:46:11,A11,3,2024-05-25 19:43:16
FL6912-136,JetBlue Airways,632,Boeing 777,ORD,SFO,2024-01-11 19:24:23,2024-01-11 20:04:23,2024-01-11 21:24:23,2024-01-11 21:24:23,B3,4,2024-01-17 13:00:26
FL3263-760,American Airlines,231,Airbus A380,ATL,SFO,2024-06-17 05:00:17,2024-06-17 05:35:17,2024-06-17 07:00:17,2024-06-17 07:38:17,C9,2,2024-02-10 04:26:38
FL5265-546,United Airlines,548,Boeing 777,ORD,LAX,2024-05-23 18:21:50,2024-05-23 18:00:50,2024-05-23 20:21:50,2024-05-23 20:38:50,C3,2,2024-02-08 04:42:50
FL8958-827,American Airlines,323,Boeing 737,ORD,SFO,2024-05-28 23:27:51,2024-05-28 23:50:51,2024-05-29 01:27:51,2024-05-29 01:26:51,A13,1,2024-06-27 19:46:00
FL9872-910,Delta Air Lines,583,Airbus A320,ORD,LAX,2024-05-22 01:52:36,2024-05-22 02:29:36,2024-05-22 03:52:36,2024-05-22 03:30:36,C13,3,2024-02-15 06:50:39
FL8334-429,JetBlue Airways,356,Airbus A380,LAX,SFO,2024-06-17 20:57:08,2024-06-17 20:23:08,2024-06-17 22:57:08,2024-06-17 22:27:08,C11,4,2024-05-16 05:21:09
FL9998-103,Delta Air Lines,877,Airbus A320,SFO,ATL,2024-07-08 16:26:50,2024-07-08 17:09:50,2024-07-08 18:26:50,2024-07-08 18:41:50,C9,1,2024-02-01 01:13:17
FL4673-313,United Airlines,163,Boeing 737,SFO,ORD,2024-03-04 17:50:41,2024-03-04 17:15:41,2024-03-04 19:50:41,2024-03-04 19:41:41,B8,4,2024-06-20 05:04:47
FL2260-395,American Airlines,649,Boeing 777,ATL,SFO,2024-05-11 21:54:58,2024-05-11 21:17:58,2024-05-11 23:54:58,2024-05-11 23:46:58,B1,2,2024-01-16 18:54:58
FL8207-492,United Airlines,166,Airbus A320,ATL,SFO,2024-05-11 16:14:30,2024-05-11 16:08:30,2024-05-11 18:14:30,2024-05-11 17:41:30,A9,3,2024-04-15 10:07:01
FL2882-487,American Airlines,962,Airbus A380,ATL,ORD,2024-02-18 18:32:37,2024-02-18 17:57:37,2024-02-18 20:32:37,2024-02-18 20:59:37,A10,2,2024-02-08 11:05:13
FL3556-788,JetBlue Airways,744,Airbus A380,JFK,ORD,2024-06-18 07:16:39,2024-06-18 07:00:39,2024-06-18 09:16:39,2024-06-18 08:39:39,C5,1,2024-06-07 08:44:26
FL9213-358,Southwest Airlines,127,Boeing 777,JFK,LAX,2024-02-24 14:13:38,2024-02-24 13:49:38,2024-02-24 16:13:38,2024-02-24 16:19:38,B11,3,2024-04-01 15:42:17
FL2760-809,United Airlines,561,Airbus A380,LAX,SFO,2024-01-20 17:51:47,2024-01-20 17:50:47,2024-01-20 19:51:47,2024-01-20 20:12:47,B5,1,2024-02-23 06:23:08
FL2959-638,Delta Air Lines,989,Boeing 777,JFK,ORD,2024-07-06 08:23:28,2024-07-06 08:02:28,2024-07-06 10:23:28,2024-07-06 10:44:28,B1,4,2024-05-10 23:34:26
FL6519-119,United Airlines,843,Boeing 777,ORD,ORD,2024-06-08 15:02:51,2024-06-08 14:26:51,2024-06-08 17:02:51,2024-06-08 17:20:51,B2,4,2024-07-04 15:52:02
FL7877-377,American Airlines,564,Airbus A320,JFK,ORD,2024-06-29 22:54:48,2024-06-29 23:11:48,2024-06-30 00:54:48,2024-06-30 01:25:48,A1,4,2024-04-29 22:23:57
FL4384-462,Southwest Airlines,246,Airbus A380,SFO,SFO,2024-04-25 03:04:55,2024-04-25 03:38:55,2024-04-25 05:04:55,2024-04-25 05:03:55,C2,3,2024-02-21 10:30:14
FL5762-804,American Airlines,137,Airbus A320,ATL,ORD,2024-06-11 07:56:48,2024-06-11 07:38:48,2024-06-11 09:56:48,2024-06-11 10:36:48,B4,1,2024-03-24 19:24:13
FL8154-421,Southwest Airlines,599,Boeing 737,ATL,ORD,2024-04-24 20:34:21,2024-04-24 20:49:21,2024-04-24 22:34:21,2024-04-24 22:51:21,C7,3,2024-07-07 09:35:48
FL2348-607,JetBlue Airways,634,Boeing 737,ATL,ORD,2024-04-08 21:55:39,2024-04-08 21:44:39,2024-04-08 23:55:39,2024-04-08 23:41:39,A13,4,2024-02-04 13:30:49
FL6009-975,JetBlue Airways,933,Airbus A380,LAX,ORD,2024-02-07 19:11:09,2024-02-07 19:08:09,2024-02-07 21:11:09,2024-02-07 21:16:09,C4,1,2024-07-06 11:16:01
FL5237-610,United Airlines,797,Airbus A320,ORD,JFK,2024-06-14 22:32:57,2024-06-14 23:12:57,2024-06-15 00:32:57,2024-06-15 01:05:57,C12,1,2024-05-14 00:55:47
FL8117-856,United Airlines,396,Boeing 777,JFK,JFK,2024-03-25 00:59:46,2024-03-25 00:45:46,2024-03-25 02:59:46,2024-03-25 02:47:46,B14,1,2024-01-24 03:28:52
FL8429-970,American Airlines,305,Boeing 777,JFK,JFK,2024-01-18 01:39:26,2024-01-18 00:55:26,2024-01-18 03:39:26,2024-01-18 03:24:26,B3,4,2024-01-03 19:39:13
FL6324-652,American Airlines,213,Boeing 777,ATL,LAX,2024-04-15 11:03:21,2024-04-15 10:37:21,2024-04-15 13:03:21,2024-04-15 13:25:21,A8,1,2024-05-14 00:28:56
FL6481-410,Southwest Airlines,443,Airbus A320,LAX,ORD,2024-03-02 07:26:37,2024-03-02 07:54:37,2024-03-02 09:26:37,2024-03-02 10:07:37,C5,2,2024-05-05 06:00:16
FL5153-989,United Airlines,363,Boeing 737,JFK,SFO,2024-04-21 19:00:06,2024-04-21 19:21:06,2024-04-21 21:00:06,2024-04-21 20:35:06,B15,2,2024-05-28 06:11:09
FL4520-871,United Airlines,360,Boeing 777,SFO,LAX,2024-04-23 04:44:49,2024-04-23 05:29:49,2024-04-23 06:44:49,2024-04-23 07:21:49,B2,2,2024-06-08 17:32:13
FL2587-329,JetBlue Airways,255,Boeing 777,JFK,ORD,2024-02-19 15:40:14,2024-02-19 16:18:14,2024-02-19 17:40:14,2024-02-19 17:24:14,B7,4,2024-04-12 21:34:00
FL8065-572,United Airlines,473,Airbus A380,LAX,LAX,2024-01-12 23:40:56,2024-01-12 23:39:56,2024-01-13 01:40:56,2024-01-13 01:53:56,B15,3,2024-02-04 22:13:48
FL7258-534,Delta Air Lines,691,Boeing 737,JFK,ORD,2024-01-29 16:12:50,2024-01-29 16:50:50,2024-01-29 18:12:50,2024-01-29 18:24:50,B6,1,2024-04-30 20:10:57
FL7949-845,American Airlines,998,Boeing 737,JFK,ORD,2024-04-21 18:32:20,2024-04-21 18:16:20,2024-04-21 20:32:20,2024-04-21 19:59:20,C7,4,2024-04-29 21:21:48
FL3794-528,JetBlue Airways,812,Boeing 777,JFK,LAX,2024-03-30 01:06:07,2024-03-30 01:23:07,2024-03-30 03:06:07,2024-03-30 03:20:07,C8,4,2024-04-25 08:20:31
FL8036-256,Delta Air Lines,874,Boeing 737,SFO,ATL,2024-05-05 23:58:56,2024-05-05 23:24:56,2024-05-06 01:58:56,2024-05-06 02:02:56,B14,3,2024-03-23 14:31:00
FL7056-510,United Airlines,229,Boeing 777,LAX,SFO,2024-04-19 16:44:05,2024-04-19 17:16:05,2024-04-19 18:44:05,2024-04-19 17:59:05,A3,1,2024-01-17 23:03:29
FL4975-128,JetBlue Airways,830,Airbus A380,JFK,LAX,2024-01-22 02:08:46,2024-01-22 01:45:46,2024-01-22 04:08:46,2024-01-22 03:28:46,B2,2,2024-01-20 00:32:13
FL5311-793,Southwest Airlines,333,Boeing 737,LAX,JFK,2024-07-04 11:59:44,2024-07-04 11:31:44,2024-07-04 13:59:44,2024-07-04 14:44:44,C6,2,2024-03-11 22:12:11
FL4190-914,Delta Air Lines,884,Boeing 777,ATL,ATL,2024-05-25 02:59:11,2024-05-25 02:34:11,2024-05-25 04:59:11,2024-05-25 05:10:11,B3,1,2024-06-26 20:29:24
FL9833-989,United Airlines,620,Airbus A380,LAX,LAX,2024-02-21 08:39:23,2024-02-21 09:08:23,2024-02-21 10:39:23,2024-02-21 10:21:23,C4,4,2024-04-21 11:38:11
FL5931-372,United Airlines,807,Boeing 737,ORD,LAX,2024-06-02 21:58:10,2024-06-02 21:14:10,2024-06-02 23:58:10,2024-06-03 00:31:10,C14,4,2024-05-04 08:33:31
FL2342-913,Southwest Airlines,476,Airbus A320,ATL,JFK,2024-07-07 13:42:42,2024-07-07 14:08:42,2024-07-07 15:42:42,2024-07-07 15:33:42,B14,1,2024-05-05 19:27:07
FL8654-742,United Airlines,375,Airbus A380,ATL,LAX,2024-05-23 14:38:45,2024-05-23 14:19:45,2024-05-23 16:38:45,2024-05-23 15:55:45,B3,4,2024-03-21 14:47:11
FL8670-801,Delta Air Lines,597,Boeing 737,JFK,ORD,2024-07-01 08:26:30,2024-07-01 08:22:30,2024-07-01 10:26:30,2024-07-01 09:55:30,A12,3,2024-04-30 19:09:47
FL6701-440,JetBlue Airways,936,Airbus A380,ATL,SFO,2024-04-11 02:51:02,2024-04-11 02:38:02,2024-04-11 04:51:02,2024-04-11 04:23:02,B2,2,2024-06-29 13:16:39
FL2761-870,JetBlue Airways,440,Airbus A380,LAX,LAX,2024-03-15 13:40:03,2024-03-15 14:17:03,2024-03-15 15:40:03,2024-03-15 16:15:03,C3,3,2024-05-09 01:55:50
FL6175-963,Delta Air Lines,513,Airbus A380,ORD,ORD,2024-01-17 05:59:21,2024-01-17 06:38:21,2024-01-17 07:59:21,2024-01-17 07:57:21,A12,2,2024-05-24 01:52:56
FL1985-572,Delta Air Lines,486,Airbus A320,ORD,JFK,2024-05-27 05:21:27,2024-05-27 05:14:27,2024-05-27 07:21:27,2024-05-27 07:58:27,B6,1,2024-07-10 05:26:57
FL1298-672,Delta Air Lines,474,Airbus A320,ORD,SFO,2024-06-24 02:21:05,2024-06-24 03:21:05,2024-06-24 04:21:05,2024-06-24 04:25:05,B14,3,2024-05-25 20:37:53
FL9692-454,Delta Air Lines,561,Boeing 777,JFK,ATL,2024-01-26 21:59:24,2024-01-26 21:38:24,2024-01-26 23:59:24,2024-01-27 00:15:24,A9,4,2024-05-30 12:50:50
FL2055-190,JetBlue Airways,120,Boeing 777,LAX,ORD,2024-01-01 12:01:12,2024-01-01 11:27:12,2024-01-01 14:01:12,2024-01-01 14:44:12,A14,1,2024-04-28 00:06:00
FL9745-916,American Airlines,285,Boeing 737,ATL,JFK,2024-03-21 10:17:29,2024-03-21 09:42:29,2024-03-21 12:17:29,2024-03-21 12:31:29,B14,4,2024-03-15 19:22:56
FL7792-993,Southwest Airlines,836,Airbus A380,SFO,SFO,2024-06-23 10:31:26,2024-06-23 09:49:26,2024-06-23 12:31:26,2024-06-23 11:53:26,A8,3,2024-04-11 08:30:58
FL7193-862,JetBlue Airways,566,Boeing 737,LAX,SFO,2024-04-11 20:15:52,2024-04-11 20:27:52,2024-04-11 22:15:52,2024-04-11 22:18:52,C15,2,2024-07-08 08:56:29
FL9433-864,United Airlines,855,Boeing 777,ATL,ORD,2024-04-12 00:43:17,2024-04-12 01:05:17,2024-04-12 02:43:17,2024-04-12 03:17:17,C5,1,2024-04-21 00:10:47
FL6286-209,JetBlue Airways,333,Boeing 777,JFK,ORD,2024-04-28 01:21:22,2024-04-28 00:40:22,2024-04-28 03:21:22,2024-04-28 03:57:22,A1,1,2024-06-27 23:10:13
FL8894-368,Southwest Airlines,411,Boeing 777,SFO,SFO,2024-05-18 06:21:41,2024-05-18 05:37:41,2024-05-18 08:21:41,2024-05-18 08:29:41,A4,2,2024-01-17 14:14:14
FL6785-865,United Airlines,279,Boeing 737,ATL,ORD,2024-02-17 10:12:24,2024-02-17 10:34:24,2024-02-17 12:12:24,2024-02-17 11:50:24,B11,3,2024-04-10 12:41:04
FL4627-680,JetBlue Airways,427,Boeing 737,LAX,SFO,2024-04-14 03:34:58,2024-04-14 03:32:58,2024-04-14 05:34:58,2024-04-14 05:36:58,A10,4,2024-04-05 05:23:34
FL9287-176,Southwest Airlines,800,Boeing 777,LAX,SFO,2024-01-14 12:34:02,2024-01-14 12:05:02,2024-01-14 14:34:02,2024-01-14 14:15:02,B12,3,2024-03-04 03:31:58
FL7361-778,American Airlines,870,Airbus A320,JFK,ORD,2024-01-17 13:28:26,2024-01-17 12:56:26,2024-01-17 15:28:26,2024-01-17 14:58:26,B6,2,2024-03-03 10:00:04
FL6611-686,American Airlines,287,Boeing 737,LAX,ATL,2024-02-01 00:36:04,2024-02-01 00:32:04,2024-02-01 02:36:04,2024-02-01 03:27:04,B10,1,2024-06-03 00:08:06
FL5153-231,Delta Air Lines,884,Boeing 737,ATL,LAX,2024-01-17 10:45:28,2024-01-17 10:43:28,2024-01-17 12:45:28,2024-01-17 12:04:28,A11,4,2024-07-07 07:14:14
FL2927-851,Delta Air Lines,334,Boeing 737,SFO,LAX,2024-03-15 05:09:34,2024-03-15 05:06:34,2024-03-15 07:09:34,2024-03-15 06:56:34,C9,4,2024-04-29 15:07:40
FL9812-373,Southwest Airlines,784,Boeing 777,JFK,JFK,2024-04-12 15:27:26,2024-04-12 16:02:26,2024-04-12 17:27:26,2024-04-12 18:10:26,A5,1,2024-04-25 07:56:46
FL2055-433,Southwest Airlines,143,Airbus A380,LAX,JFK,2024-04-17 12:22:04,2024-04-17 12:40:04,2024-04-17 14:22:04,2024-04-17 14:45:04,B4,2,2024-02-16 12:36:47
FL7568-315,American Airlines,248,Boeing 777,SFO,LAX,2024-03-23 15:02:13,2024-03-23 15:22:13,2024-03-23 17:02:13,2024-03-23 16:55:13,A3,4,2024-05-13 12:41:09
FL6325-644,JetBlue Airways,486,Airbus A320,ATL,JFK,2024-02-19 18:57:10,2024-02-19 19:02:10,2024-02-19 20:57:10,2024-02-19 21:27:10,C8,3,2024-01-24 22:22:58
FL5317-370,Southwest Airlines,493,Boeing 777,LAX,LAX,2024-05-14 02:30:47,2024-05-14 02:27:47,2024-05-14 04:30:47,2024-05-14 04:10:47,A2,1,2024-03-24 01:56:47
FL5417-789,Delta Air Lines,853,Airbus A320,ORD,SFO,2024-06-21 19:58:17,2024-06-21 20:10:17,2024-06-21 21:58:17,2024-06-21 21:33:17,B10,1,2024-04-14 08:00:11
FL5220-390,American Airlines,782,Boeing 737,SFO,ATL,2024-01-17 23:36:12,2024-01-17 23:26:12,2024-01-18 01:36:12,2024-01-18 01:07:12,C13,4,2024-02-07 07:22:06
FL6415-224,American Airlines,610,Airbus A380,JFK,LAX,2024-05-02 10:08:02,2024-05-02 10:49:02,2024-05-02 12:08:02,2024-05-02 11:35:02,C12,3,2024-06-07 03:37:44
FL3519-125,Delta Air Lines,435,Boeing 737,SFO,ORD,2024-01-14 07:50:36,2024-01-14 07:28:36,2024-01-14 09:50:36,2024-01-14 09:51:36,A7,4,2024-06-14 22:54:21
FL5853-666,Southwest Airlines,572,Boeing 737,ORD,ATL,2024-03-13 02:52:51,2024-03-13 02:51:51,2024-03-13 04:52:51,2024-03-13 04:13:51,A7,1,2024-01-04 11:13:11
FL3222-845,Southwest Airlines,496,Boeing 737,LAX,LAX,2024-02-10 10:37:15,2024-02-10 10:10:15,2024-02-10 12:37:15,2024-02-10 12:16:15,B8,1,2024-02-13 19:22:45
FL4884-677,United Airlines,820,Airbus A320,JFK,LAX,2024-04-20 17:57:58,2024-04-20 17:43:58,2024-04-20 19:57:58,2024-04-20 19:43:58,C1,4,2024-04-06 18:56:01
FL8981-489,American Airlines,471,Airbus A380,ATL,ORD,2024-06-20 14:28:38,2024-06-20 14:49:38,2024-06-20 16:28:38,2024-06-20 16:26:38,C1,3,2024-06-03 08:50:20
FL2417-712,American Airlines,498,Airbus A380,LAX,SFO,2024-04-26 12:04:54,2024-04-26 11:23:54,2024-04-26 14:04:54,2024-04-26 14:14:54,B1,4,2024-04-04 12:58:46
FL2601-331,JetBlue Airways,158,Airbus A380,LAX,SFO,2024-05-06 18:28:50,2024-05-06 18:12:50,2024-05-06 20:28:50,2024-05-06 20:26:50,B9,3,2024-02-07 01:14:51
FL8351-317,Delta Air Lines,329,Boeing 777,JFK,SFO,2024-03-29 23:15:20,2024-03-29 23:43:20,2024-03-30 01:15:20,2024-03-30 00:45:20,A6,2,2024-02-13 05:30:59
FL5408-460,United Airlines,357,Boeing 737,ORD,LAX,2024-06-15 14:28:25,2024-06-15 13:49:25,2024-06-15 16:28:25,2024-06-15 16:04:25,A8,3,2024-02-19 04:29:53
FL2514-999,United Airlines,308,Airbus A380,LAX,ORD,2024-04-19 17:13:35,2024-04-19 16:57:35,2024-04-19 19:13:35,2024-04-19 19:41:35,C8,1,2024-01-07 10:03:26
FL4034-447,American Airlines,971,Airbus A320,ORD,JFK,2024-06-30 13:17:16,2024-06-30 13:51:16,2024-06-30 15:17:16,2024-06-30 15:49:16,B13,2,2024-06-11 21:35:36
FL7284-849,United Airlines,772,Boeing 777,ATL,ATL,2024-01-25 07:40:36,2024-01-25 07:41:36,2024-01-25 09:40:36,2024-01-25 08:56:36,B8,1,2024-01-22 09:06:01
FL2139-141,United Airlines,905,Airbus A320,LAX,SFO,2024-01-14 07:38:28,2024-01-14 07:37:28,2024-01-14 09:38:28,2024-01-14 10:01:28,B1,3,2024-03-11 23:58:49
FL5953-938,United Airlines,433,Airbus A320,SFO,LAX,2024-01-25 08:31:01,2024-01-25 07:50:01,2024-01-25 10:31:01,2024-01-25 10:48:01,A5,1,2024-04-07 09:13:47
