flight_id,passenger_count,seat_occupancy,customer_satisfaction,catering_score,entertainment_score,cabin_crew_score
FL9961-601,226,0.94,3,3,4,3
FL3025-247,150,0.95,4,4,4,5
FL1427-896,152,1.0,5,4,3,3
FL3192-444,184,0.97,5,3,3,5
FL9055-464,215,0.93,5,5,3,3
FL9037-662,206,0.93,3,5,3,3
FL8639-756,213,1.0,4,4,3,4
FL4851-567,220,0.96,3,4,5,5
FL2110-811,274,0.96,5,4,5,5
FL3787-914,250,0.91,3,3,5,4
FL8975-190,282,0.97,5,5,4,5
FL7698-201,245,0.97,3,3,4,3
FL3792-585,288,0.92,5,5,4,3
FL5989-233,163,0.93,3,3,4,4
FL3058-971,228,0.93,4,5,4,3
FL6064-615,243,0.94,4,5,4,4
FL5554-774,250,1.0,4,3,4,3
FL4817-332,182,0.9,5,3,5,3
FL6422-457,259,0.92,5,5,4,5
FL1640-254,203,0.97,3,3,3,5
FL5180-529,207,0.99,5,4,4,4
FL7670-179,235,0.98,5,5,4,5
FL8224-365,285,0.98,5,3,5,3
FL5549-194,257,0.97,3,3,3,3
FL3153-188,252,0.9,3,4,3,5
FL7015-434,220,0.91,3,3,3,4
FL1726-487,279,0.91,4,5,3,5
FL6588-731,278,0.96,5,4,3,3
FL1836-185,153,0.94,3,5,3,3
FL1583-246,284,0.95,4,4,4,3
FL8255-352,152,0.98,3,4,5,4
FL5836-771,251,0.99,3,3,4,4
FL6320-142,284,0.95,4,4,5,3
FL3405-865,207,0.99,4,5,3,5
FL8633-684,200,0.94,5,3,4,5
FL5631-542,284,0.95,4,5,3,5
FL1736-905,172,1.0,5,4,5,5
FL6560-164,153,0.94,4,5,4,5
FL5714-983,207,0.97,4,4,4,3
FL2143-522,289,0.99,5,4,5,5
FL6123-227,196,0.96,5,5,3,5
FL3961-471,289,0.94,3,5,4,4
FL3442-158,206,0.97,3,3,3,4
FL6014-440,271,0.93,5,3,5,3
FL9830-699,274,0.97,3,3,5,3
FL2116-286,201,0.92,5,3,3,4
FL7652-901,292,0.94,5,5,5,5
FL6435-822,249,0.9,5,3,5,3
FL5262-605,248,0.91,4,4,4,3
FL1912-754,262,0.95,3,3,3,4
FL9888-577,162,0.9,5,3,4,5
FL8861-255,291,0.99,3,3,4,4
FL9484-843,210,0.99,3,4,4,3
FL5144-716,238,0.94,4,4,5,5
FL5767-282,203,0.99,4,5,4,5
FL3572-135,184,0.96,5,5,4,3
FL8889-918,181,0.9,5,3,3,4
FL3841-417,173,0.9,5,5,5,5
FL4806-908,284,0.94,5,3,3,3
FL5697-814,181,0.99,4,3,3,4
FL9674-383,169,0.96,3,3,4,5
FL5876-528,267,0.93,3,4,3,5
FL8375-389,167,0.96,3,5,3,4
FL5793-894,220,0.92,3,3,5,3
FL5124-655,166,0.95,3,4,4,3
FL5878-240,292,0.93,4,4,5,5
FL8489-337,287,0.93,3,4,4,4
FL2057-876,223,0.93,3,4,3,5
FL9033-796,228,0.94,4,4,5,4
FL2252-693,261,0.99,5,5,4,4
FL7380-202,159,1.0,4,5,3,4
FL4241-635,265,0.99,4,3,5,4
FL4333-842,231,0.96,5,5,5,4
FL9470-573,185,0.95,4,4,5,3
FL2803-888,177,0.92,4,4,4,5
FL1794-627,179,0.96,5,5,5,4
FL7905-878,262,0.91,4,3,5,4
FL5445-388,191,0.93,5,3,4,5
FL8531-671,155,0.91,4,4,3,4
FL4813-836,164,0.99,5,5,4,5
FL8543-885,239,0.92,3,3,4,3
FL4003-530,190,0.98,3,5,4,5
FL5618-717,234,0.95,3,5,3,3
FL6638-861,252,0.9,5,4,3,3
FL4607-647,180,0.91,5,4,4,5
FL2691-218,152,0.92,4,3,3,4
FL4148-253,260,0.97,4,5,4,5
FL1833-384,225,0.96,3,4,3,3
FL1588-810,263,0.97,3,4,3,5
FL2895-737,230,0.9,3,5,3,3
FL7024-548,205,0.96,5,4,5,3
FL6387-347,192,0.91,4,3,3,5
FL6351-635,155,0.98,4,3,4,3
FL4863-899,240,0.96,5,5,3,5
FL3011-812,154,1.0,5,5,5,5
FL2405-167,154,0.9,5,4,5,5
FL4367-829,204,0.91,5,5,5,4
FL9469-816,152,0.91,3,4,3,3
FL9405-577,187,0.96,4,5,4,5
FL8422-993,168,0.92,3,4,3,5
FL8874-256,286,0.98,5,5,4,4
FL2121-441,272,1.0,3,3,3,4
FL4124-921,286,0.91,3,5,4,3
FL6130-760,292,0.93,3,5,3,5
FL9636-524,226,0.92,4,4,5,4
FL6751-207,288,0.91,4,3,4,3
FL2792-541,210,1.0,4,5,5,5
FL1738-963,168,1.0,4,4,5,3
FL1641-759,190,0.91,4,5,5,3
FL5087-767,274,0.91,3,3,5,3
FL5534-309,222,0.93,4,3,4,3
FL7826-740,153,0.95,4,3,3,3
FL5301-306,240,0.92,4,3,5,5
FL7099-370,260,0.93,3,3,5,4
FL2709-455,165,0.92,5,4,3,5
FL7574-225,161,0.9,4,5,4,5
FL6653-853,237,0.91,5,5,5,5
FL7259-669,219,0.99,4,4,4,4
FL5550-502,268,0.98,4,5,4,3
FL2314-309,184,0.92,5,4,5,4
FL9875-471,184,0.91,4,4,4,3
FL5891-203,248,0.99,3,3,5,4
FL8726-171,280,0.94,3,3,5,4
FL7386-783,179,0.91,4,4,3,4
FL9909-395,261,0.93,4,4,3,3
FL7514-855,293,1.0,5,5,5,4
FL3481-761,218,0.96,5,5,3,5
FL7181-714,276,0.97,4,5,5,5
FL3725-772,199,0.9,5,5,4,4
FL2981-755,183,0.99,3,5,4,3
FL6565-546,214,0.97,5,3,3,5
FL3093-302,294,0.99,3,3,5,3
FL4272-324,297,0.98,3,3,4,5
FL1456-221,150,0.9,5,5,3,3
FL6155-747,225,0.91,4,3,3,3
FL3586-343,293,0.91,4,4,3,4
FL6995-293,268,0.9,5,5,4,4
FL7325-838,234,0.91,3,3,5,4
FL5056-443,282,0.94,5,5,4,3
FL3080-403,171,0.98,3,4,3,3
FL3516-669,205,0.93,3,4,3,3
FL5866-722,235,0.91,3,3,3,3
FL5985-316,264,0.96,3,5,5,5
FL3516-257,256,0.94,4,4,3,4
FL5774-567,155,0.91,5,3,3,5
FL5914-864,288,0.97,5,3,3,4
FL3642-149,215,0.96,3,3,3,3
FL1383-553,287,0.98,5,3,3,5
FL7135-982,173,0.94,5,5,3,4
FL4010-549,166,0.91,5,5,5,3
FL9948-346,296,0.92,4,4,5,5
FL5187-149,151,0.95,4,4,5,4
FL4828-842,263,0.92,4,3,4,4
FL9219-929,165,0.97,5,5,3,3
FL7270-660,277,0.9,5,4,3,5
FL2652-954,259,0.98,5,4,5,3
FL8325-146,286,0.92,4,3,3,4
FL1677-163,218,0.99,5,3,4,4
FL1482-735,281,0.97,4,4,3,3
FL8699-321,213,0.99,4,4,5,4
FL6546-232,221,0.92,5,3,5,3
FL3408-297,219,0.99,4,5,4,4
FL4622-515,286,0.91,5,5,5,5
FL9936-335,289,0.95,4,4,5,4
FL4259-981,255,1.0,3,3,3,3
FL7711-343,150,0.9,3,5,3,5
FL8671-338,300,0.95,3,4,5,3
FL2218-264,171,0.94,4,5,4,3
FL1688-551,177,1.0,4,5,3,3
FL7022-575,227,0.98,3,4,3,5
FL6522-543,161,1.0,3,4,4,3
FL9887-724,155,0.93,5,4,5,4
FL5441-785,178,0.92,5,3,4,3
FL8067-216,162,0.99,3,4,3,5
FL5814-382,200,0.92,3,4,5,3
FL6467-949,196,0.94,3,4,3,4
FL6561-998,227,0.99,3,5,4,5
FL5159-683,163,0.93,5,3,5,5
FL8322-938,172,0.97,5,5,4,4
FL5179-942,174,0.96,4,4,3,4
FL4119-920,223,0.94,3,5,3,3
FL8810-288,255,0.95,4,3,5,4
FL8300-260,167,0.91,4,5,5,5
FL4975-950,205,0.99,4,3,3,5
FL7899-980,225,0.91,4,5,3,3
FL1032-913,258,0.9,5,5,5,3
FL9775-534,177,0.96,5,5,4,3
FL3050-555,163,0.95,4,5,3,5
FL8114-816,250,0.94,3,4,5,4
FL8738-722,207,0.91,5,3,4,4
FL1416-383,151,0.91,4,3,5,5
FL9979-172,252,0.9,5,3,3,5
FL5979-248,191,0.96,3,3,5,5
FL2373-581,224,0.96,5,4,4,4
FL7994-296,279,0.95,4,3,3,3
FL8525-736,212,0.93,4,5,3,3
FL2774-444,257,0.95,3,4,5,5
FL7257-632,169,1.0,3,3,5,5
FL1559-170,262,0.9,5,3,3,3
FL9536-564,244,0.95,5,3,3,4
FL8143-404,298,0.96,5,5,5,3
FL6328-432,219,0.95,5,3,3,3
FL7220-267,267,0.95,5,3,3,3
FL7520-927,274,0.98,4,5,5,3
FL1843-918,167,0.91,3,3,5,4
FL8918-404,288,0.93,4,4,3,5
FL9340-299,187,0.91,4,3,4,5
FL1445-846,173,0.93,4,5,5,3
FL5676-722,202,0.94,3,4,3,5
FL9691-166,269,0.99,3,4,4,5
FL6567-364,167,0.9,5,3,5,5
FL2214-500,172,0.9,5,3,3,5
FL7232-232,252,0.9,3,3,5,3
FL5715-669,234,1.0,4,5,4,3
FL6277-192,288,0.91,4,5,4,4
FL7212-441,210,1.0,3,3,5,3
FL1494-884,229,0.93,5,5,5,3
FL2558-368,256,0.99,5,3,5,5
FL7255-683,297,1.0,4,5,5,3
FL7140-939,295,0.97,3,5,5,4
FL6821-497,254,0.97,3,3,5,4
FL4839-429,177,0.93,5,5,3,3
FL3198-533,154,0.94,5,3,4,3
FL5332-804,214,0.94,3,5,3,4
FL7019-308,294,0.94,4,4,3,5
FL3203-282,220,0.96,3,3,4,5
FL5514-643,300,0.9,3,4,3,4
FL3857-236,193,0.92,5,4,4,4
FL9876-640,241,0.98,3,3,3,3
FL6938-649,288,0.95,3,4,3,5
FL3449-466,256,0.99,5,5,3,4
FL8349-108,265,1.0,3,5,5,5
FL3187-221,283,1.0,4,4,4,4
FL2154-951,185,0.94,3,4,5,3
FL5051-725,243,0.9,5,4,3,4
FL8163-131,293,0.92,5,4,3,3
FL6744-202,219,0.95,4,5,3,4
FL7478-655,291,0.93,4,3,5,4
FL5575-732,298,1.0,5,5,4,4
FL1532-310,183,0.93,4,4,4,5
FL6544-796,217,0.91,3,3,5,4
FL7594-849,205,0.96,4,4,5,3
FL7117-319,225,0.99,5,3,5,5
FL8616-152,166,0.98,5,5,5,4
FL4516-269,242,0.98,4,5,5,4
FL3376-511,199,0.9,4,4,4,5
FL8444-751,194,0.95,5,3,5,4
FL4899-827,249,0.97,5,4,5,5
FL9210-790,297,0.95,3,5,4,5
FL5665-419,198,0.94,4,4,3,3
FL4519-352,181,1.0,3,4,3,3
FL9806-927,202,0.94,3,4,5,4
FL6115-151,251,0.94,4,4,5,4
FL3336-582,161,0.91,4,5,5,3
FL3390-310,153,0.94,5,5,4,5
FL3430-547,151,0.92,4,4,3,4
FL9372-299,240,0.97,5,5,3,3
FL5498-553,169,0.9,3,3,4,5
FL6445-360,175,0.97,3,3,4,3
FL3079-793,275,0.97,4,5,5,4
FL5028-881,219,0.98,5,3,5,4
FL6954-319,226,1.0,3,3,4,5
FL4492-818,243,0.98,5,5,4,3
FL8243-437,167,1.0,3,4,5,4
FL4553-566,177,0.95,3,5,5,5
FL9414-652,282,0.9,4,4,5,4
FL5229-136,298,0.97,5,5,3,4
FL5300-349,269,0.92,3,4,5,5
FL7492-285,256,0.9,4,4,4,4
FL4880-353,169,1.0,5,3,3,3
FL3232-632,158,1.0,3,5,3,3
FL1653-876,162,0.91,3,5,5,4
FL4555-879,225,0.99,4,5,5,5
FL9294-623,195,0.95,5,5,5,4
FL1597-847,228,0.97,3,5,3,4
FL7152-592,170,1.0,3,4,4,4
FL3845-160,250,0.91,5,3,3,4
FL8717-389,252,0.96,4,3,5,5
FL9272-398,178,0.95,4,4,3,5
FL4067-904,296,0.95,4,5,3,4
FL4853-335,190,0.98,3,4,5,4
FL2633-968,253,0.9,5,3,3,4
FL8100-286,291,0.94,4,4,4,3
FL4371-494,183,0.95,4,4,3,4
FL1363-553,259,1.0,4,4,3,4
FL8678-696,183,0.93,4,4,5,3
FL5479-167,153,0.95,3,5,5,5
FL8654-699,267,0.98,4,3,3,5
FL4490-212,261,0.9,4,3,3,4
FL2791-377,257,0.98,5,5,4,3
FL6860-786,189,0.99,5,5,3,3
FL6845-966,227,1.0,4,3,5,3
FL8391-455,170,0.92,4,3,3,5
FL8117-100,189,1.0,5,4,4,3
FL3976-763,288,0.94,4,5,4,5
FL3326-751,208,0.91,4,3,4,5
FL2877-244,272,0.95,3,5,3,5
FL7950-150,163,0.98,3,3,5,5
FL8464-367,200,0.93,3,5,3,4
FL2857-550,298,0.9,3,3,5,4
FL3645-300,284,0.94,5,5,4,4
FL7124-350,200,0.99,4,4,4,5
FL1892-929,284,0.92,4,3,3,3
FL4558-170,273,0.99,3,5,4,3
FL3377-644,222,0.98,3,3,4,5
FL1786-750,173,0.96,5,4,5,5
FL4066-318,297,0.99,3,5,4,5
FL6884-801,202,0.98,4,3,3,4
FL2737-620,230,0.99,4,5,3,4
FL8424-192,190,0.97,5,5,4,4
FL4268-255,160,0.98,3,3,4,4
FL6719-256,237,0.96,4,3,4,5
FL2514-346,182,0.98,3,3,3,4
FL8957-279,180,1.0,3,4,3,5
FL7379-103,161,0.97,5,5,4,5
FL3265-722,255,0.98,4,5,4,5
FL3299-809,235,0.98,3,4,4,5
FL3400-102,202,0.91,5,4,5,3
FL7748-287,217,0.96,5,5,3,3
FL2289-734,171,1.0,4,3,3,5
FL3691-576,288,0.96,5,4,3,5
FL8553-233,233,0.94,3,5,5,3
FL6695-431,282,0.96,4,5,5,5
FL1914-402,163,0.92,4,4,5,5
FL9749-222,222,0.96,5,4,3,3
FL9290-910,265,0.9,5,5,3,4
FL9459-212,161,0.99,5,3,3,4
FL7879-624,178,0.92,5,5,4,4
FL1780-566,288,0.92,3,4,3,3
FL6464-963,282,0.95,4,5,5,5
FL3361-645,203,0.91,4,3,3,4
FL3128-948,166,1.0,3,5,3,3
FL3610-826,225,0.95,3,4,5,5
FL2626-473,231,0.94,3,3,3,5
FL9412-451,199,0.98,5,4,5,3
FL6083-506,226,1.0,3,5,5,5
FL9106-767,155,0.91,4,3,4,5
FL9648-384,222,0.9,3,3,4,4
FL6478-176,277,0.93,4,4,3,4
FL1012-799,294,0.9,5,4,4,3
FL7580-361,166,0.91,5,3,4,3
FL6038-659,283,0.96,4,3,3,4
FL2101-809,250,0.91,4,5,3,3
FL7401-960,282,0.96,4,4,5,4
FL8192-640,194,0.92,5,4,3,5
FL7089-808,298,0.96,3,4,4,3
FL5742-795,205,1.0,5,5,5,3
FL8500-521,228,0.99,5,5,4,5
FL2124-538,250,0.98,4,4,5,5
FL9070-827,184,0.94,3,5,3,4
FL5605-307,261,0.92,3,3,5,4
FL2584-610,224,0.92,5,3,5,5
FL5846-999,260,0.92,3,4,3,4
FL2712-139,152,0.94,3,4,4,4
FL5910-655,288,0.95,4,4,3,4
FL8660-444,285,0.99,4,4,3,3
FL8407-321,186,0.94,5,5,5,5
FL1380-787,203,0.99,3,5,5,4
FL5687-120,206,0.9,3,4,4,4
FL1954-406,151,0.94,5,4,3,4
FL1305-134,201,0.95,3,5,4,5
FL1067-118,284,0.98,5,4,5,3
FL1808-705,257,0.92,5,5,3,4
FL2039-972,298,1.0,5,4,3,4
FL6792-315,253,0.94,5,5,5,5
FL7064-953,212,0.96,5,3,5,5
FL7507-138,259,0.9,5,4,4,4
FL4287-958,264,0.9,3,5,3,5
FL3224-631,155,0.92,4,5,5,4
FL6192-162,298,0.92,4,5,3,3
FL3795-656,230,0.97,5,3,4,5
FL2506-318,231,0.91,5,5,5,4
FL1027-526,215,0.98,3,4,4,4
FL3848-471,234,0.97,5,3,5,3
FL3942-658,213,0.9,3,5,5,4
FL5653-469,188,0.99,4,3,4,3
FL1399-677,245,0.94,3,3,3,3
FL3379-553,189,0.92,5,3,3,4
FL3088-887,247,1.0,4,5,5,5
FL8609-550,154,0.92,3,5,4,4
FL4847-607,202,0.96,4,5,4,5
FL1452-275,254,0.97,5,4,5,4
FL8304-729,246,0.92,4,5,3,5
FL7047-615,177,0.99,4,5,5,3
FL5550-147,244,0.97,4,3,5,4
FL8197-864,199,0.93,3,4,5,5
FL1431-881,223,0.95,5,5,5,4
FL6411-509,157,0.92,4,4,4,4
FL6687-924,212,0.94,5,3,4,4
FL4882-271,165,0.94,3,5,4,4
FL1794-215,260,0.94,3,3,3,5
FL3996-275,289,0.92,5,3,3,4
FL9850-433,252,0.96,5,3,4,4
FL5792-744,272,0.91,4,4,5,4
FL8616-997,184,0.94,3,3,3,5
FL6420-598,174,0.97,4,3,4,4
FL1612-929,175,1.0,4,4,3,5
FL3174-988,170,0.98,4,3,4,5
FL6812-794,207,0.9,4,3,4,5
FL7262-997,170,0.96,3,5,4,5
FL2640-594,228,1.0,3,4,4,5
FL8071-271,247,0.92,5,3,5,3
FL4772-460,242,0.91,4,4,4,4
FL9909-577,178,0.96,3,5,3,4
FL1552-345,238,0.93,4,4,3,3
FL8008-896,294,0.93,3,5,5,4
FL1819-433,254,0.93,5,4,3,4
FL9302-791,202,0.92,5,3,5,3
FL5229-933,255,0.96,4,3,4,4
FL4555-821,281,0.95,3,4,4,4
FL7314-246,177,0.92,3,3,3,5
FL9164-431,293,0.95,4,3,4,3
FL3215-348,260,0.93,5,4,5,3
FL3707-404,224,0.97,4,3,3,3
FL3583-274,248,0.92,3,5,5,3
FL4760-534,272,0.98,3,3,5,4
FL7140-839,231,0.91,4,5,4,3
FL7308-313,240,0.98,5,5,5,3
FL5326-907,207,0.99,4,5,4,3
FL6761-608,204,1.0,4,3,3,4
FL3773-851,185,1.0,4,5,4,3
FL2496-669,283,1.0,4,3,3,5
FL3602-934,295,0.94,5,4,3,3
FL8075-501,156,0.98,4,5,5,5
FL3157-857,244,0.99,3,3,3,5
FL8926-936,249,0.93,3,4,5,5
FL1024-947,277,0.99,3,5,5,5
FL6626-701,226,0.92,5,4,3,3
FL2631-825,157,0.99,4,3,4,4
FL5754-985,257,0.95,5,4,4,5
FL7663-467,197,0.91,4,4,5,4
FL9956-732,286,0.93,5,3,4,5
FL4367-414,171,0.94,3,5,3,4
FL5331-991,210,0.9,5,3,3,5
FL8428-528,162,0.99,5,3,3,3
FL7985-653,289,0.91,5,5,3,3
FL2743-752,294,0.97,4,4,3,5
FL6700-655,201,0.9,5,3,5,3
FL4305-894,171,0.91,4,5,4,3
FL6928-779,230,1.0,5,3,5,3
FL1124-512,162,0.98,3,3,5,4
FL3198-178,162,0.96,3,4,4,4
FL7961-418,269,0.94,5,3,4,5
FL3520-647,210,0.98,4,3,3,5
FL4146-313,232,0.93,5,5,5,5
FL3855-652,236,0.9,3,3,3,4
FL7547-909,233,0.95,4,3,4,3
FL9112-150,259,0.92,4,3,3,3
FL4754-192,291,0.96,4,5,4,5
FL7800-255,213,0.9,3,4,5,4
FL9158-477,227,0.98,3,4,3,5
FL6448-690,161,0.94,5,5,5,5
FL8248-761,237,0.96,4,3,4,3
FL9550-372,234,0.96,4,3,4,4
FL4250-253,289,0.93,3,3,4,3
FL8407-996,248,0.94,4,4,3,4
FL3698-162,194,0.92,3,5,5,3
FL5257-622,235,0.93,3,3,4,5
FL1011-126,151,1.0,4,5,3,3
FL6687-660,207,0.96,5,5,5,3
FL9055-869,200,0.92,4,5,4,5
FL3498-362,267,0.92,3,4,4,5
FL2450-789,229,0.98,3,4,4,3
FL9940-266,168,1.0,4,4,4,3
FL8668-693,276,1.0,3,5,3,3
FL2701-771,208,0.95,3,4,3,5
FL5657-747,288,0.93,3,4,5,4
FL1966-728,213,0.94,5,3,3,3
FL5167-704,282,0.94,5,4,5,4
FL6936-590,155,0.98,5,5,3,3
FL3278-161,156,0.95,3,3,5,5
FL7141-827,247,0.95,5,3,3,3
FL8097-735,286,0.93,4,5,3,5
FL8729-226,254,0.91,5,3,5,5
FL7749-855,276,1.0,3,4,3,5
FL5576-895,201,0.92,4,5,5,3
FL2646-755,243,0.94,5,3,3,4
FL9777-852,189,0.96,4,5,4,5
FL3133-355,178,0.9,5,5,5,3
FL6325-568,289,0.92,5,3,4,4
FL2475-440,242,0.94,3,5,5,3
FL3048-218,190,0.94,3,3,3,5
FL9900-562,192,0.96,4,5,3,4
FL8660-236,240,0.99,5,5,5,5
FL8772-443,296,0.97,3,5,3,3
FL6310-998,222,0.95,4,5,4,4
FL5488-599,266,0.92,5,3,3,5
FL6202-794,227,0.91,3,3,3,5
FL8884-451,174,0.93,5,3,3,4
FL2127-594,163,0.93,5,5,3,5
FL8734-574,153,0.93,4,5,4,5
FL7816-699,216,0.93,5,3,3,4
FL4702-129,172,0.97,3,3,5,4
FL2252-630,230,0.93,5,3,3,3
FL1709-689,216,0.98,4,3,3,5
FL7484-524,178,0.96,4,4,4,3
FL8973-744,164,1.0,4,4,4,3
FL2936-236,213,0.96,3,4,3,4
FL4799-644,169,0.92,5,3,5,3
FL3534-919,215,0.99,3,5,3,4
FL3834-886,266,0.91,4,4,5,4
FL4601-434,227,0.95,4,4,5,3
FL8901-801,236,0.99,5,3,3,4
FL4701-959,197,0.91,4,4,3,5
FL4258-174,203,0.92,4,4,3,3
FL7157-413,242,0.93,5,3,3,5
FL4121-901,208,0.92,5,5,4,4
FL3189-129,279,0.93,3,4,5,3
FL9879-986,283,0.97,5,4,3,5
FL9931-142,211,0.9,4,5,4,5
FL5004-493,252,1.0,3,5,4,4
FL1401-271,206,0.91,4,5,5,5
FL7573-838,235,0.95,5,3,4,3
FL5611-242,201,0.92,3,4,3,3
FL3869-458,223,0.99,4,5,4,3
FL5047-983,201,0.92,5,4,4,4
FL4553-568,260,0.91,5,5,5,5
FL9619-895,190,0.93,3,3,5,5
FL7424-385,286,0.98,4,4,5,5
FL9737-445,169,1.0,5,4,4,3
FL7184-957,269,0.91,4,5,5,3
FL5387-899,162,0.96,4,4,4,5
FL2273-987,245,0.99,5,4,3,4
FL9862-743,155,0.98,5,5,5,5
FL6857-124,188,0.98,4,3,3,4
FL1051-897,246,0.96,4,4,3,5
FL1336-371,197,0.96,5,5,3,4
FL5453-265,246,0.95,3,5,3,4
FL8236-477,255,0.91,4,3,3,3
FL5886-474,185,0.95,5,4,3,5
FL9350-413,280,0.92,3,5,4,4
FL9439-612,152,0.92,4,5,3,3
FL7503-647,161,0.93,3,3,5,5
FL5525-958,158,0.93,3,4,4,5
FL5534-276,264,0.92,4,5,5,5
FL5078-541,254,0.95,4,3,4,5
FL9018-392,151,0.9,3,3,4,4
FL4472-535,170,0.98,5,4,4,4
FL2860-496,245,0.96,5,5,4,4
FL2144-102,224,0.96,4,4,5,4
FL6751-883,181,0.91,4,5,3,3
FL9010-937,232,0.95,4,5,3,3
FL2144-448,234,1.0,4,5,3,3
FL9886-317,281,0.95,3,4,5,3
FL7128-643,234,0.97,3,3,4,4
FL9221-968,179,0.94,4,5,4,3
FL4165-898,297,0.98,3,3,3,5
FL5321-111,151,0.98,3,4,5,3
FL4735-428,258,0.97,5,4,4,4
FL4642-136,228,0.93,5,4,4,3
FL2932-986,156,0.91,3,4,4,5
FL4456-707,279,1.0,4,5,3,5
FL3370-695,226,0.93,5,3,4,5
FL9198-260,155,0.94,5,3,3,3
FL2286-507,163,0.95,4,3,4,5
FL4876-388,235,0.93,5,5,3,3
FL1930-144,184,0.93,5,3,5,3
FL5942-434,275,0.95,3,5,3,5
FL6667-799,257,0.99,3,5,5,4
FL2365-265,254,0.93,4,3,4,5
FL2475-125,257,0.96,4,4,4,3
FL5619-198,234,0.96,4,5,3,3
FL6288-242,215,0.99,5,5,4,3
FL8246-635,259,1.0,3,3,3,3
FL4537-106,275,0.92,3,5,4,3
FL2494-156,277,0.98,4,3,4,4
FL4088-398,185,0.93,5,3,5,3
FL8257-707,250,0.93,4,3,3,5
FL8100-718,202,0.98,5,3,4,5
FL7892-151,268,1.0,3,3,4,3
FL7253-329,286,0.96,3,5,5,4
FL6436-602,251,0.92,5,4,4,3
FL6249-864,233,0.9,3,5,5,3
FL9116-717,286,0.99,5,3,3,3
FL3396-828,184,0.97,5,4,4,4
FL6931-679,271,0.96,5,3,5,4
FL3421-941,194,1.0,5,3,3,5
FL9421-140,298,0.93,3,4,5,5
FL4091-821,197,0.9,4,3,5,4
FL1530-450,157,0.92,5,4,5,5
FL3422-766,248,0.96,4,5,3,4
FL6814-951,225,0.96,5,4,4,5
FL3630-312,288,1.0,4,5,5,3
FL8453-934,265,0.91,4,3,3,4
FL6152-620,265,0.95,4,5,4,3
FL4232-229,251,0.96,4,4,4,5
FL2547-711,248,0.91,3,4,4,5
FL9270-707,155,0.96,3,3,5,4
FL4654-234,206,0.98,4,4,3,4
FL3032-472,252,0.99,4,3,4,3
FL7521-843,164,0.99,4,3,5,3
FL6467-607,231,0.97,4,4,3,5
FL2751-506,151,0.94,3,3,3,4
FL9473-984,282,0.92,3,4,4,4
FL5234-973,185,0.91,3,5,5,3
FL1869-246,212,0.93,4,3,3,3
FL9071-436,224,0.95,3,4,5,3
FL1590-180,221,0.97,5,5,4,3
FL6279-962,274,0.97,4,3,3,4
FL8675-894,217,0.96,5,4,3,4
FL8748-839,258,0.94,5,3,3,4
FL5688-166,163,1.0,5,5,4,5
FL5064-944,178,0.9,3,4,3,3
FL6839-243,161,0.95,3,4,5,3
FL5677-235,150,0.96,5,3,5,3
FL8185-175,152,0.9,4,4,4,3
FL3786-762,161,0.9,4,3,5,3
FL1511-505,211,0.96,4,4,4,5
FL2849-797,250,0.93,4,3,5,5
FL5318-602,192,0.93,4,4,5,3
FL3359-450,283,0.99,3,3,3,5
FL5792-606,210,0.94,5,3,4,5
FL7420-101,150,0.9,5,4,5,3
FL6990-117,196,0.99,4,5,3,5
FL7659-329,189,0.92,3,4,5,3
FL2423-223,292,0.91,4,5,3,4
FL9401-459,210,0.97,4,5,4,5
FL8951-527,176,0.98,4,5,5,3
FL4541-321,202,0.95,4,4,4,5
FL4646-176,247,0.98,5,4,4,4
FL2441-654,287,0.91,5,5,3,5
FL3774-766,240,0.9,4,3,5,5
FL2919-202,227,0.97,4,4,5,4
FL3070-781,296,0.93,5,4,3,5
FL6447-573,195,0.95,5,4,3,5
FL2829-318,264,0.92,5,4,3,5
FL4989-574,250,0.96,4,5,5,3
FL2851-289,228,0.92,5,3,4,5
FL9164-344,210,0.97,4,3,4,3
FL3006-264,185,0.96,4,4,5,5
FL4181-245,217,0.98,3,3,3,5
FL3362-721,183,0.92,5,5,3,4
FL6172-118,226,0.98,3,3,5,4
FL2295-323,153,0.91,4,5,4,4
FL3903-709,164,0.91,4,4,4,4
FL1138-727,248,1.0,4,3,3,3
FL3189-691,240,0.9,4,3,3,4
FL8685-599,197,0.94,4,3,5,4
FL7713-134,284,0.96,4,5,3,5
FL6363-434,285,0.97,4,4,3,4
FL1840-917,172,0.99,3,5,4,5
FL2039-978,294,0.92,3,3,4,5
FL2198-435,212,0.93,4,3,3,3
FL4281-967,230,0.9,3,4,3,3
FL4103-911,282,0.99,5,5,4,4
FL7350-782,227,0.91,5,3,5,3
FL2832-962,178,0.9,5,5,5,5
FL6386-412,219,0.94,4,3,3,3
FL2690-939,297,0.9,3,5,3,3
FL2699-906,257,0.9,4,5,5,4
FL7186-754,273,0.98,3,5,5,3
FL3310-912,289,0.92,3,4,5,4
FL3869-789,157,1.0,3,4,4,3
FL5358-875,226,0.98,4,4,3,5
FL2201-292,274,0.9,3,5,3,3
FL6510-770,235,0.95,3,4,4,3
FL3816-659,286,0.97,3,4,5,3
FL4286-704,249,0.96,4,4,3,3
FL2873-369,237,0.91,4,3,5,5
FL8202-662,235,0.93,3,5,5,4
FL1473-358,262,0.91,4,5,5,3
FL4602-243,293,0.98,5,3,4,5
FL5408-974,242,0.91,5,4,4,3
FL1698-364,253,0.93,5,4,3,3
